ip,port,anonymityLevel,asn,country,isp,latency,org,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"168.205.217.140","4145","elite","AS264869","BR","SPEED MAX TELECOMUNICAÇÕES LTDA ME","237","SPEED MAX TELECOMUNICAÇÕES LTDA ME","socks4","4998","2","2023-10-15T17:17:01.643Z","83","3641","4412"
"194.48.151.217","5678","elite","AS204396","ES","OLVERA CA.T.V., S. COOP. AND.","63","OLVERA CA.T.V., S. COOP","socks4","4998","2","2023-10-15T18:12:08.536Z","71","3138","4401"
"51.68.125.26","7497","elite","AS16276","FR","OVH SAS","100","OVH","socks5","5003","2","2023-10-15T18:18:57.879Z","100","4386","4386"
"203.24.102.152","80","elite","AS209242","VG","Cloudflare London, LLC","12","Anaga Consulting Limited","socks4","4686","2","2023-10-15T18:37:58.382Z","100","4304","4304"
"104.16.105.142","80","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","socks4","3902","2","2023-10-15T18:06:22.235Z","100","4301","4301"
"45.174.248.1","9991","elite","AS265582","MX","Wifmax S.A de C.V.","189","Wifmax S.A de C.V","socks5","5192","2","2023-10-15T17:28:41.646Z","100","4303","4314"
"80.73.87.202","4153","elite","AS21487","RU","Sakhatelecom","189","N/A","socks4","4997","2","2023-10-15T18:48:29.684Z","96","4212","4399"
"202.40.188.201","4145","elite","AS23991","BD","Ranks ITT","172","Ranks ITT Ltd.","socks4","5004","2","2023-10-15T18:18:31.144Z","100","4415","4434"
"124.122.11.115","5678","elite","AS17552","TH","True Internet Co., Ltd.","199","TRUE BB","socks4","5095","2","2023-10-15T17:33:21.653Z","86","3761","4386"
"103.216.51.44","41542","elite","AS135375","KH","Today Communication Co","212","N/A","socks4","4700","2","2023-10-15T17:54:40.550Z","99","4345","4382"
"64.124.145.1","1080","elite","AS6461","US","Zayo Bandwidth","114","D&P Digital Forensics LLC","socks4","4901","2","2023-10-15T17:02:36.040Z","100","4400","4409"
"202.21.112.172","1080","elite","AS9484","MN","Mobinet LLC","115","N/A","socks4","5088","2","2023-10-15T16:44:27.342Z","99","4364","4389"
"179.107.51.4","4145","elite","AS263284","BR","Maxximo Informatica E Telecomunicacao Ltda","206","Maxximo Informatica E Telecomunicacao Ltda","socks4","3708","2","2023-10-15T18:05:41.135Z","95","4173","4371"
"200.29.237.107","5678","elite","AS27941","CO","Consulnetwork Ltda","188","MONTAÑO SAA LUIS CARLOS","socks4","4804","2","2023-10-15T18:36:13.646Z","87","3805","4389"
"116.8.109.106","33080","elite","AS137693","CN","CHINATELECOM Guangxi Nanning IDC networkdescr: Nanning, Guangxi Province, P.R.","214","Chinanet GX","socks4","5096","2","2023-10-15T18:39:47.676Z","54","2352","4362"
"168.227.158.85","4145","elite","AS52898","BR","Multipla Serviços Inteligentes","203","Multipla Serviços Inteligentes","socks4","989","2","2023-10-15T18:19:32.943Z","99","4350","4375"
"41.184.211.21","5678","elite","AS29091","NG","ipNX Nigeria Limited","105","ipNX NIGERIA LIMITED","socks4","4511","2","2023-10-15T18:32:14.450Z","87","3823","4386"
"111.67.197.147","6666","elite","AS4808","CN","China Unicom Beijing Province Network","158","Beijing yiantianxia Network Science&Technology Co Ltd.","socks5","4998","2","2023-10-15T16:36:09.985Z","79","3495","4413"
"185.56.246.76","8291","elite","AS41026","PL","KOPnet S.C. Marek Szczudlo Juliusz Kostrzewski","90","Kopnet","socks4","4600","2","2023-10-15T18:22:57.746Z","99","4385","4438"
"69.163.166.93","3838","elite","AS26347","US","New Dream Network, LLC","197","New Dream Network, LLC","socks5","4589","2","2023-10-15T18:40:18.345Z","100","4418","4421"
"104.16.107.206","80","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","socks4","4804","2","2023-10-15T18:35:38.542Z","100","4422","4424"
"186.97.198.18","5678","elite","AS27831","CO","Colombia Móvil","153","Colombia Móvil","socks4","3797","2","2023-10-15T18:39:24.236Z","98","4304","4396"
"177.72.115.25","31164","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","193","Prompt Brasil Solucoes EM TI Ltda","socks4","5200","2","2023-10-15T18:19:16.942Z","100","4406","4427"
"115.209.36.18","3000","elite","AS4134","CN","Chinanet","213","N/A","socks4","5017","2","2023-10-15T18:34:32.150Z","15","663","4443"
"170.81.108.47","4153","elite","AS266416","BR","L3 NETWORKS E TELECOMUNICACOES LTDA","214","L3 NETWORKS E TELECOMUNICACOES LTDA","socks4","5093","2","2023-10-15T17:35:21.048Z","100","4414","4433"
"144.76.92.16","14618","elite","AS24940","DE","Hetzner Online GmbH","22","Hetzner","socks4","3519","2","2023-10-15T18:38:42.134Z","100","4413","4413"
"188.165.201.173","51102","elite","AS16276","FR","OVH SAS","5","OVH ISP","socks5","4912","2","2023-10-15T18:49:06.946Z","100","4351","4351"
"131.0.140.2","4145","elite","AS61885","BR","Mgnetmoc Ltda","219","Mgnetmoc Ltda","socks4","5398","2","2023-10-15T17:33:42.751Z","99","4391","4446"
"197.157.254.34","4145","elite","AS37451","CG","Congo Telecom","158","N/A","socks4","4408","2","2023-10-15T17:51:00.739Z","98","4343","4425"
"143.255.179.129","4153","elite","AS264641","CL","LanProject SPA","200","LanProject SPA","socks4","2604","2","2023-10-15T17:59:28.548Z","99","4311","4337"
"190.188.78.8","1080","elite","AS7303","AR","Telecom Argentina S.A.","285","Telecom Argentina S.A","socks4","4604","2","2023-10-15T18:10:31.777Z","87","3815","4392"
"191.6.135.94","4145","elite","AS263305","BR","NET.COM TELECOMUNICACOES EIRELI","199","RCS TELECOMUNICACOES LTDA","socks4","4299","2","2023-10-15T18:10:31.845Z","61","2639","4323"
"186.251.255.245","31337","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","215","Seanet Telecom Carazinho Eireli","socks4","5097","2","2023-10-15T18:10:50.836Z","81","3571","4382"
"109.167.83.209","5678","elite","AS29119","ES","Aire Networks Del Mediterraneo SL Unipersonal","66","Ciberdolar","socks4","2902","2","2023-10-15T18:04:09.488Z","96","4212","4365"
"177.131.29.208","4153","elite","AS262378","BR","Compuservice Empreendimentos Ltda","254","Compuservice Empreendimentos Ltda","socks4","4706","2","2023-10-15T16:46:20.334Z","98","4339","4408"
"190.152.12.54","47017","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","187","Corporacion Nacional De Telecomunicaciones - CNT EP","socks4","4391","2","2023-10-15T18:11:07.741Z","99","4320","4385"
"188.133.155.215","1256","elite","AS21353","RU","Enforta-MSK","49","N/A","socks4","4200","2","2023-10-15T18:00:22.351Z","100","4407","4414"
"103.66.233.173","4145","elite","AS134014","IN","NET 4 U SERVICES","190","N/A","socks4","4994","2","2023-10-15T18:06:28.537Z","99","4391","4419"
